 alpha[deg],CL,CD,Cm
   114.00000000000000      , -0.67746370681019963      ,   1.5296643530104199      , -0.66164468406321841     
   114.99999999999999      , -0.69299145590232381      ,   1.4932524229715021      , -0.65137862680013436     
   116.00000000000000      , -0.70711518273790719      ,   1.4561136069113438      , -0.64077959946206975     
   117.00000000000000      , -0.71981735920308343      ,   1.4183173745198587      , -0.62986291328338784     
   118.00000000000000      , -0.73108399079244502      ,   1.3799344213777116      , -0.61864403689189551     
   119.00000000000000      , -0.74090466868688187      ,   1.3410364482723469      , -0.60713859776313117     
   119.99999999999999      , -0.74927261021059954      ,   1.3016959409018178      , -0.59536238192367474     
   121.00000000000000      , -0.75618468772653358      ,   1.2619859503553639      , -0.58333133198594789     
   122.00000000000000      , -0.76164144604611361      ,   1.2219798747715089      , -0.57106154360167194     
   123.00000000000001      , -0.76564710844732498      ,   1.1817512425844257      , -0.55856926042388921     
   124.00000000000000      , -0.76820957141388435      ,   1.1413734977777206      , -0.54587086766867920     
   124.99999999999999      , -0.76934038822775219      ,   1.1009197875711809      , -0.53298288436769226     
   126.00000000000000      , -0.76905474156758324      ,   1.0604627529706177      , -0.51992195440171118     
   127.00000000000003      , -0.76737140528609582      ,   1.0200743226137876      , -0.50670483640382857     
   128.00000000000000      , -0.76431269556054238      ,  0.97982551034618026      , -0.49334839261866009     
   129.00000000000000      , -0.75990441163148570      ,  0.93978621695954678      , -0.47986957680151859     
   130.00000000000000      , -0.75417576636649197      ,  0.90002503652348520      , -0.46628542123869887     
   131.00000000000003      , -0.74715930690652743      ,  0.86060906773565871      , -0.45261302296707928     
   132.00000000000000      , -0.73889082567405773      ,  0.82160373071029047      , -0.43886952926825556     
   133.00000000000000      , -0.72940926204269918      ,  0.78307258961649218      , -0.42507212250937254     
   133.99999999999997      , -0.71875659498888056      ,  0.74507718156858449      , -0.41123800439981145     
   135.00000000000000      , -0.70697772706607098      ,  0.70767685215952425      , -0.39738437972992929     
   136.00000000000000      , -0.69412036006174882      ,  0.67092859801591676      , -0.38352843965516259     
   137.00000000000000      , -0.68023486271627998      ,  0.63488691673899911      , -0.36968734458601471     
   137.99999999999997      , -0.66537413090109332      ,  0.59960366458085068      , -0.35587820674178861     
   139.00000000000000      , -0.64959344067119518      ,  0.56512792218792929      , -0.34211807242334014     
   140.00000000000000      , -0.63295029462351249      ,  0.53150586872655958      , -0.32842390405770017     
   141.00000000000000      , -0.61550426200846919      ,  0.49878066468537069      , -0.31481256206507413     
   142.00000000000000      , -0.59731681305679718      ,  0.46699234362987213      , -0.30130078659653226     
   143.00000000000000      , -0.57845114799735542      ,  0.43617771316280324      , -0.28790517918860059     
   144.00000000000000      , -0.55897202125426437      ,  0.40637026532175685      , -0.27464218437897614     
   145.00000000000000      , -0.53894556132308058      ,  0.37760009662265137      , -0.26152807132571632     
   146.00000000000000      , -0.51843908683597006      ,  0.34989383793346929      , -0.24857891547046132     
   147.00000000000000      , -0.49752091933477877      ,  0.32327459433841915      , -0.23581058028456020     
   148.00000000000000      , -0.47626019327856783      ,  0.29776189512724138      , -0.22323869913535943     
   149.00000000000000      , -0.45472666381859356      ,  0.27337165401879276      , -0.21087865730839356     
   150.00000000000003      , -0.43299051287860657      ,  0.25011613970177593      , -0.19874557421975039     
   151.00000000000000      , -0.41112215408208297      ,  0.22800395674892632      , -0.18685428585149932     
   152.00000000000000      , -0.38919203707024763      ,  0.20704003693404899      , -0.17521932744173738     
   153.00000000000000      , -0.36727045175540457      ,  0.18722564095442332      , -0.16385491645953054     
   154.00000000000003      , -0.34542733305383072      ,  0.16855837053356693      , -0.15277493589380428     
   155.00000000000000      , -0.32373206664014403      ,  0.15103219085247802      , -0.14199291788404092     
   156.00000000000000      , -0.30225329626188829      ,  0.13463746322996237      , -0.13152202771950408     
   156.99999999999997      , -0.28105873314809238      ,  0.11936098794581576      , -0.12137504823259568     
   158.00000000000000      , -0.26021496803937988      ,  0.10518605707369130      , -0.11156436461086575     
   159.00000000000000      , -0.23978728635948340      ,   9.2092517163774937E-002 , -0.10210194965113463     
   160.00000000000000      , -0.21983948703908415      ,   8.0056841589506503E-002 ,  -9.2999349478166710E-002
   160.99999999999997      , -0.20043370549235329      ,   6.9052212346367547E-002 ,  -8.4267669749295393E-002
   162.00000000000000      , -0.18163024123501731      ,   5.9048611065972929E-002 ,  -7.5917562365431651E-002
   163.00000000000000      , -0.16348739061955028      ,   5.0012918983674229E-002 ,  -6.7959212707876124E-002
   164.00000000000000      , -0.14606128514890285      ,   4.1909025574136310E-002 ,  -6.0402327419396266E-002
   164.99999999999997      , -0.12940573581457163      ,   3.4697945545918797E-002 ,  -5.3256122747067626E-002
   166.00000000000003      , -0.11357208388805824      ,   2.8337943863865331E-002 ,  -4.6529313463419757E-002
   167.00000000000000      ,  -9.8609058576868899E-002 ,   2.2784668446149226E-002 ,  -4.0230102381475674E-002
   168.00000000000000      ,  -8.4562641937174943E-002 ,   1.7991290162660472E-002 ,  -3.4366170478340799E-002
   169.00000000000000      ,  -7.1475941415204802E-002 ,   1.3908649741327102E-002 ,  -2.8944667641048992E-002
   170.00000000000000      ,  -5.9389070368318267E-002 ,   1.0485411170510958E-002 ,  -2.3972204047441163E-002
   171.00000000000000      ,  -4.8339036894728529E-002 ,   7.6682211682398060E-003 ,  -1.9454842193919658E-002
   172.00000000000000      ,  -3.8359641277861539E-002 ,   5.4018742723973955E-003 ,  -1.5398089580983718E-002
   173.00000000000000      ,  -2.9481382327724875E-002 ,   3.6294830910475018E-003 ,  -1.1806892066534697E-002
   174.00000000000000      ,  -2.1731372876921395E-002 ,   2.2926532380676450E-003 ,  -8.6856278959900144E-003
   174.99999999999997      ,  -1.5133264664023951E-002 ,   1.3316624665742445E-003 ,  -6.0381024173380531E-003
   175.99999999999997      ,  -9.7071828109441885E-003 ,   6.8564350142160573E-004 ,  -3.8675434883234700E-003
   177.00000000000003      ,  -5.4696700746828591E-003 ,   2.9277006195871998E-004 ,  -2.1765975820332182E-003
   178.00000000000000      ,  -2.4336410268939895E-003 ,   9.0445557731399264E-005 ,  -9.6732659622523467E-004
   179.00000000000000      ,  -6.0834628747487513E-004 ,   1.5493932567553879E-005 ,  -2.4120537082341438E-004
   180.00000000000000      ,   6.5308937908192974E-007 ,   4.3521267215574977E-006 ,   8.8008293173607308E-007
